cgpa,ssc,hsc,internships,projects,aptitude,communication,training,placed
6.88,78.0,77.0,0.0,3.0,70.0,10.0,0.0,1
8.12,52.0,68.0,3.0,5.0,93.0,2.0,0.0,1
5.66,71.0,55.0,1.0,0.0,49.0,10.0,0.0,0
8.2,59.0,72.0,3.0,0.0,93.0,6.0,0.0,1
9.68,82.0,80.0,0.0,4.0,42.0,5.0,1.0,1
6.7,54.0,69.0,3.0,0.0,40.0,9.0,0.0,1
5.13,78.0,50.0,3.0,4.0,65.0,6.0,1.0,1
5.05,63.0,50.0,0.0,0.0,47.0,8.0,1.0,0
8.56,90.0,82.0,3.0,5.0,46.0,9.0,1.0,1
5.51,58.0,94.0,1.0,4.0,72.0,6.0,1.0,1
6.28,52.0,62.0,0.0,4.0,75.0,7.0,0.0,1
6.32,89.0,84.0,2.0,1.0,77.0,4.0,1.0,1
7.0,71.0,82.0,0.0,5.0,43.0,4.0,0.0,0
6.68,64.0,56.0,2.0,0.0,56.0,2.0,0.0,0
6.14,50.0,79.0,2.0,0.0,67.0,2.0,0.0,0
8.09,58.0,67.0,2.0,4.0,51.0,7.0,1.0,1
8.64,85.0,82.0,2.0,4.0,54.0,10.0,1.0,1
7.81,52.0,59.0,3.0,1.0,99.0,3.0,0.0,1
9.32,86.0,54.0,3.0,0.0,71.0,7.0,0.0,1
6.31,50.0,59.0,0.0,1.0,86.0,5.0,0.0,0
5.05,74.0,63.0,0.0,0.0,65.0,10.0,0.0,0
9.17,91.0,81.0,3.0,1.0,43.0,1.0,0.0,0
5.05,87.0,83.0,3.0,0.0,77.0,1.0,1.0,0
7.77,60.0,77.0,0.0,5.0,57.0,9.0,1.0,1
9.22,80.0,50.0,2.0,3.0,82.0,4.0,1.0,1
9.4,95.0,54.0,1.0,4.0,68.0,2.0,1.0,1
5.88,58.0,78.0,2.0,2.0,63.0,7.0,1.0,1
9.55,92.0,63.0,0.0,4.0,46.0,5.0,0.0,1
8.86,77.0,78.0,3.0,2.0,91.0,1.0,0.0,1
7.16,61.0,93.0,3.0,0.0,60.0,6.0,1.0,1
7.67,64.0,50.0,0.0,0.0,79.0,9.0,0.0,1
8.7,61.0,52.0,0.0,3.0,46.0,3.0,1.0,0
5.78,65.0,71.0,1.0,1.0,42.0,2.0,0.0,0
6.57,57.0,77.0,1.0,4.0,47.0,3.0,0.0,0
5.22,89.0,81.0,3.0,1.0,47.0,8.0,1.0,1
8.76,86.0,65.0,0.0,5.0,74.0,9.0,0.0,1
8.7,81.0,81.0,2.0,1.0,63.0,1.0,1.0,1
6.46,66.0,80.0,3.0,4.0,86.0,9.0,0.0,1
6.4,60.0,81.0,2.0,0.0,63.0,2.0,0.0,0
9.38,86.0,62.0,1.0,1.0,57.0,7.0,0.0,1
5.05,57.0,64.0,2.0,1.0,46.0,9.0,0.0,0
8.38,66.0,62.0,0.0,3.0,81.0,6.0,0.0,1
6.43,58.0,59.0,1.0,4.0,59.0,8.0,1.0,1
8.85,86.0,56.0,3.0,0.0,92.0,3.0,0.0,1
6.81,76.0,57.0,1.0,3.0,72.0,8.0,0.0,1
6.11,50.0,95.0,0.0,4.0,79.0,3.0,1.0,1
7.69,58.0,64.0,2.0,4.0,55.0,9.0,0.0,1
9.67,72.0,90.0,3.0,1.0,58.0,5.0,1.0,1
6.26,93.0,54.0,0.0,3.0,48.0,3.0,1.0,0
5.88,67.0,60.0,3.0,5.0,59.0,2.0,1.0,1
7.98,90.0,91.0,3.0,2.0,64.0,7.0,1.0,1
6.1,51.0,64.0,0.0,1.0,83.0,3.0,1.0,0
9.67,66.0,55.0,3.0,3.0,51.0,7.0,1.0,1
8.5,77.0,50.0,0.0,1.0,54.0,8.0,1.0,1
7.16,90.0,50.0,0.0,1.0,91.0,2.0,1.0,1
8.07,72.0,94.0,0.0,2.0,56.0,5.0,0.0,0
9.28,66.0,92.0,1.0,3.0,58.0,7.0,1.0,1
5.34,61.0,69.0,2.0,5.0,52.0,5.0,0.0,0
6.38,62.0,71.0,2.0,3.0,70.0,7.0,1.0,1
5.81,69.0,59.0,3.0,0.0,89.0,1.0,0.0,1
7.64,54.0,57.0,0.0,3.0,45.0,2.0,1.0,0
5.03,83.0,68.0,1.0,2.0,43.0,10.0,1.0,0
7.11,93.0,89.0,1.0,1.0,85.0,5.0,1.0,1
5.25,69.0,80.0,0.0,1.0,90.0,8.0,0.0,1
8.58,71.0,65.0,0.0,3.0,81.0,1.0,0.0,1
8.13,60.0,72.0,2.0,1.0,94.0,8.0,0.0,1
7.77,55.0,55.0,0.0,2.0,75.0,3.0,1.0,1
8.8,91.0,65.0,0.0,5.0,68.0,3.0,0.0,1
7.74,83.0,74.0,2.0,5.0,42.0,6.0,0.0,1
5.05,90.0,70.0,1.0,1.0,88.0,10.0,1.0,1
6.67,53.0,80.0,2.0,1.0,74.0,3.0,1.0,1
6.87,67.0,62.0,1.0,0.0,60.0,4.0,1.0,0
7.05,76.0,62.0,2.0,2.0,47.0,6.0,1.0,1
5.45,88.0,53.0,3.0,0.0,87.0,3.0,0.0,1
7.47,84.0,82.0,2.0,3.0,79.0,2.0,1.0,1
6.54,51.0,60.0,0.0,3.0,70.0,8.0,0.0,1
9.42,70.0,60.0,0.0,1.0,83.0,4.0,1.0,1
5.69,61.0,69.0,3.0,5.0,90.0,7.0,1.0,1
5.48,79.0,64.0,1.0,2.0,67.0,4.0,1.0,0
6.36,75.0,71.0,2.0,3.0,73.0,3.0,1.0,1
6.21,54.0,73.0,0.0,2.0,43.0,1.0,1.0,0
9.33,68.0,60.0,3.0,5.0,58.0,10.0,1.0,1
8.75,87.0,75.0,2.0,1.0,72.0,2.0,1.0,1
9.1,92.0,65.0,0.0,3.0,60.0,6.0,0.0,1
6.96,79.0,70.0,0.0,1.0,81.0,1.0,1.0,0
7.6,77.0,55.0,1.0,0.0,92.0,1.0,1.0,1
7.37,66.0,69.0,3.0,1.0,43.0,2.0,0.0,0
6.56,82.0,75.0,0.0,1.0,91.0,8.0,0.0,1
5.4,87.0,63.0,1.0,5.0,87.0,8.0,0.0,1
7.33,71.0,68.0,1.0,3.0,93.0,2.0,0.0,1
9.78,54.0,71.0,3.0,2.0,58.0,8.0,0.0,1
9.6,51.0,90.0,1.0,5.0,97.0,8.0,1.0,1
9.56,76.0,60.0,1.0,0.0,86.0,9.0,1.0,1
7.45,92.0,93.0,2.0,1.0,44.0,2.0,0.0,0
8.81,82.0,89.0,1.0,5.0,42.0,5.0,1.0,1
7.57,60.0,89.0,3.0,1.0,90.0,5.0,0.0,1
6.96,62.0,71.0,1.0,5.0,51.0,10.0,1.0,1
6.49,63.0,93.0,1.0,0.0,73.0,4.0,1.0,0
9.22,50.0,76.0,3.0,4.0,63.0,8.0,0.0,1
6.94,69.0,86.0,3.0,1.0,77.0,6.0,0.0,1
8.4,72.0,70.0,0.0,5.0,53.0,7.0,1.0,1
9.12,64.0,87.0,2.0,4.0,87.0,2.0,0.0,1
8.07,79.0,91.0,2.0,0.0,84.0,10.0,0.0,1
8.3,56.0,70.0,2.0,5.0,57.0,1.0,1.0,1
6.07,84.0,59.0,0.0,4.0,86.0,3.0,1.0,1
8.67,68.0,63.0,2.0,5.0,66.0,8.0,1.0,1
8.94,67.0,85.0,2.0,3.0,94.0,9.0,0.0,1
6.17,78.0,89.0,0.0,3.0,62.0,1.0,1.0,0
6.28,74.0,75.0,2.0,1.0,82.0,4.0,1.0,1
7.11,72.0,51.0,2.0,1.0,78.0,1.0,0.0,0
8.39,87.0,54.0,3.0,4.0,95.0,6.0,1.0,1
7.69,87.0,80.0,2.0,2.0,82.0,3.0,0.0,1
7.48,88.0,55.0,1.0,2.0,87.0,5.0,0.0,1
5.16,60.0,63.0,2.0,3.0,67.0,7.0,1.0,1
6.77,63.0,79.0,0.0,0.0,65.0,5.0,0.0,0
5.41,69.0,60.0,3.0,2.0,97.0,4.0,1.0,1
7.58,83.0,62.0,2.0,2.0,70.0,6.0,1.0,1
6.99,74.0,79.0,2.0,1.0,81.0,8.0,1.0,1
9.0,83.0,81.0,3.0,0.0,65.0,7.0,1.0,1
8.46,88.0,85.0,1.0,4.0,53.0,9.0,0.0,1
8.23,70.0,84.0,3.0,5.0,75.0,5.0,0.0,1
8.09,92.0,89.0,0.0,3.0,64.0,9.0,0.0,1
7.87,54.0,78.0,3.0,2.0,97.0,2.0,1.0,1
6.52,84.0,50.0,2.0,5.0,71.0,2.0,1.0,1
9.69,87.0,61.0,3.0,2.0,70.0,10.0,1.0,1
8.95,85.0,70.0,3.0,0.0,89.0,9.0,1.0,1
7.36,71.0,51.0,3.0,4.0,67.0,9.0,0.0,1
7.16,87.0,85.0,0.0,0.0,61.0,3.0,1.0,0
7.91,62.0,85.0,2.0,0.0,52.0,7.0,1.0,1
9.28,83.0,56.0,1.0,4.0,53.0,1.0,0.0,1
5.98,59.0,65.0,1.0,1.0,87.0,2.0,1.0,1
7.18,57.0,93.0,2.0,2.0,84.0,7.0,0.0,1
8.07,90.0,70.0,0.0,5.0,52.0,3.0,1.0,1
7.19,84.0,74.0,1.0,2.0,64.0,3.0,1.0,1
6.75,77.0,94.0,2.0,1.0,89.0,4.0,0.0,1
6.15,79.0,71.0,2.0,2.0,46.0,4.0,1.0,0
7.15,82.0,62.0,0.0,5.0,86.0,7.0,0.0,1
7.96,92.0,93.0,0.0,3.0,52.0,5.0,1.0,1
8.34,65.0,55.0,2.0,1.0,44.0,2.0,0.0,0
6.71,62.0,65.0,0.0,2.0,72.0,1.0,1.0,0
8.86,64.0,53.0,1.0,2.0,69.0,5.0,1.0,1
5.13,66.0,64.0,0.0,5.0,49.0,6.0,1.0,0
5.41,76.0,60.0,2.0,0.0,90.0,1.0,1.0,0
7.08,62.0,84.0,0.0,3.0,93.0,7.0,1.0,1
7.91,87.0,87.0,1.0,0.0,69.0,4.0,0.0,0
6.55,72.0,73.0,1.0,2.0,76.0,3.0,1.0,1
8.55,65.0,80.0,1.0,1.0,50.0,7.0,1.0,1
6.26,84.0,92.0,1.0,1.0,51.0,10.0,1.0,1
9.23,89.0,58.0,1.0,3.0,73.0,9.0,1.0,1
8.18,80.0,76.0,3.0,4.0,71.0,1.0,1.0,1
8.91,70.0,77.0,3.0,1.0,96.0,7.0,1.0,1
9.57,93.0,57.0,0.0,4.0,67.0,9.0,0.0,1
7.36,75.0,64.0,0.0,1.0,50.0,1.0,1.0,0
5.45,57.0,55.0,1.0,4.0,94.0,2.0,0.0,1
9.65,82.0,79.0,0.0,1.0,65.0,3.0,1.0,1
8.71,60.0,89.0,0.0,4.0,63.0,10.0,0.0,1
5.19,85.0,74.0,0.0,0.0,94.0,3.0,1.0,0
8.04,87.0,87.0,1.0,3.0,80.0,6.0,1.0,1
9.19,75.0,75.0,0.0,1.0,92.0,2.0,0.0,1
8.75,73.0,78.0,3.0,2.0,70.0,6.0,1.0,1
5.37,79.0,85.0,3.0,4.0,52.0,9.0,1.0,1
9.64,95.0,52.0,2.0,1.0,87.0,5.0,1.0,1
8.44,94.0,50.0,1.0,3.0,41.0,4.0,1.0,1
6.45,94.0,50.0,1.0,5.0,42.0,5.0,0.0,0
8.01,61.0,71.0,2.0,2.0,73.0,4.0,1.0,1
6.55,92.0,54.0,0.0,1.0,78.0,5.0,0.0,0
7.96,79.0,64.0,2.0,0.0,47.0,4.0,1.0,0
9.76,69.0,57.0,0.0,2.0,72.0,2.0,1.0,1
8.91,62.0,75.0,0.0,3.0,98.0,2.0,1.0,1
6.09,80.0,70.0,2.0,0.0,49.0,8.0,0.0,0
8.57,83.0,67.0,0.0,1.0,71.0,6.0,1.0,1
5.5,94.0,58.0,1.0,0.0,80.0,9.0,1.0,1
8.14,88.0,65.0,3.0,3.0,58.0,7.0,0.0,1
6.41,78.0,74.0,0.0,4.0,65.0,1.0,1.0,0
7.29,91.0,51.0,2.0,1.0,45.0,9.0,0.0,1
7.78,51.0,66.0,3.0,5.0,63.0,6.0,0.0,1
6.62,60.0,74.0,1.0,0.0,63.0,4.0,1.0,0
8.34,70.0,51.0,2.0,1.0,75.0,2.0,0.0,1
5.37,67.0,82.0,3.0,0.0,41.0,3.0,1.0,0
9.75,58.0,79.0,2.0,5.0,91.0,10.0,1.0,1
7.62,50.0,66.0,3.0,2.0,65.0,5.0,0.0,1
6.96,50.0,56.0,3.0,2.0,40.0,6.0,1.0,1
5.86,76.0,84.0,1.0,3.0,59.0,3.0,1.0,0
6.31,70.0,92.0,3.0,0.0,100.0,3.0,0.0,1
9.52,50.0,70.0,1.0,1.0,72.0,4.0,0.0,1
5.63,56.0,74.0,2.0,4.0,77.0,4.0,0.0,1
6.74,62.0,72.0,0.0,3.0,69.0,7.0,0.0,1
8.92,68.0,51.0,0.0,1.0,99.0,5.0,0.0,1
8.45,70.0,76.0,3.0,3.0,92.0,8.0,0.0,1
9.66,59.0,87.0,0.0,2.0,79.0,9.0,0.0,1
6.23,95.0,51.0,0.0,4.0,64.0,5.0,1.0,1
8.51,75.0,50.0,0.0,3.0,91.0,3.0,1.0,1
6.71,66.0,62.0,0.0,1.0,50.0,7.0,0.0,0
7.97,60.0,83.0,3.0,1.0,60.0,5.0,1.0,1
5.85,61.0,93.0,2.0,4.0,48.0,4.0,1.0,0
8.7,63.0,85.0,2.0,1.0,64.0,9.0,0.0,1
8.18,50.0,70.0,3.0,4.0,97.0,9.0,1.0,1
7.38,56.0,88.0,3.0,0.0,45.0,6.0,0.0,0
8.91,94.0,81.0,3.0,3.0,81.0,5.0,1.0,1
8.45,62.0,54.0,3.0,1.0,76.0,9.0,0.0,1
7.4,93.0,60.0,2.0,1.0,49.0,5.0,1.0,1
6.47,64.0,86.0,3.0,4.0,72.0,10.0,1.0,1
7.7,90.0,58.0,2.0,5.0,60.0,4.0,1.0,1
9.3,80.0,56.0,0.0,0.0,46.0,8.0,1.0,1
8.7,68.0,57.0,2.0,5.0,90.0,1.0,1.0,1
7.92,92.0,61.0,1.0,4.0,71.0,4.0,0.0,1
9.79,59.0,56.0,0.0,2.0,97.0,9.0,0.0,1
6.24,61.0,76.0,3.0,4.0,47.0,10.0,0.0,1
6.21,78.0,68.0,0.0,4.0,64.0,2.0,1.0,0
8.8,62.0,91.0,2.0,4.0,42.0,10.0,0.0,1
8.98,74.0,82.0,1.0,2.0,87.0,5.0,1.0,1
6.14,79.0,75.0,2.0,1.0,79.0,6.0,0.0,1
9.15,50.0,82.0,3.0,2.0,44.0,1.0,1.0,1
8.3,50.0,63.0,0.0,5.0,62.0,10.0,1.0,1
6.04,52.0,62.0,3.0,5.0,83.0,6.0,0.0,1
5.1,51.0,61.0,1.0,3.0,46.0,3.0,1.0,0
9.32,61.0,53.0,3.0,1.0,47.0,10.0,1.0,1
7.61,50.0,93.0,2.0,1.0,90.0,7.0,0.0,1
7.76,66.0,74.0,1.0,1.0,56.0,3.0,1.0,0
9.43,86.0,65.0,1.0,0.0,47.0,3.0,0.0,0
7.23,84.0,70.0,0.0,1.0,47.0,10.0,0.0,0
7.87,61.0,80.0,1.0,2.0,62.0,3.0,0.0,0
6.48,85.0,77.0,0.0,1.0,70.0,3.0,0.0,0
8.66,55.0,95.0,3.0,5.0,77.0,5.0,1.0,1
6.9,67.0,81.0,0.0,5.0,91.0,6.0,0.0,1
8.04,69.0,69.0,1.0,2.0,100.0,8.0,1.0,1
5.19,80.0,88.0,1.0,4.0,84.0,5.0,1.0,1
7.97,63.0,83.0,3.0,1.0,69.0,9.0,0.0,1
7.1,90.0,77.0,0.0,0.0,87.0,8.0,1.0,1
8.62,64.0,74.0,2.0,3.0,56.0,3.0,0.0,1
8.22,62.0,79.0,1.0,5.0,94.0,10.0,1.0,1
8.39,73.0,89.0,1.0,3.0,48.0,9.0,0.0,1
7.54,59.0,71.0,3.0,0.0,89.0,4.0,1.0,1
8.44,83.0,83.0,0.0,5.0,98.0,5.0,0.0,1
8.4,56.0,63.0,0.0,2.0,79.0,8.0,1.0,1
9.23,89.0,87.0,1.0,1.0,90.0,2.0,1.0,1
7.69,92.0,79.0,0.0,5.0,43.0,8.0,0.0,1
5.68,94.0,63.0,2.0,1.0,42.0,3.0,0.0,0
8.31,56.0,90.0,0.0,3.0,98.0,4.0,1.0,1
6.57,70.0,91.0,0.0,0.0,40.0,9.0,0.0,0
8.2,87.0,82.0,2.0,0.0,84.0,8.0,0.0,1
7.75,81.0,77.0,3.0,3.0,87.0,2.0,1.0,1
8.67,83.0,85.0,0.0,3.0,88.0,4.0,0.0,1
6.88,61.0,67.0,2.0,1.0,71.0,5.0,0.0,1
9.61,85.0,86.0,3.0,3.0,73.0,6.0,1.0,1
9.71,86.0,89.0,1.0,0.0,55.0,7.0,1.0,1
7.64,81.0,60.0,3.0,3.0,67.0,9.0,1.0,1
6.37,95.0,53.0,1.0,1.0,47.0,10.0,0.0,0
9.08,78.0,85.0,2.0,4.0,56.0,9.0,0.0,1
8.48,73.0,87.0,2.0,4.0,64.0,5.0,0.0,1
7.8,76.0,86.0,0.0,1.0,64.0,8.0,1.0,1
5.06,67.0,66.0,1.0,2.0,42.0,9.0,0.0,0
7.58,66.0,51.0,2.0,1.0,95.0,1.0,1.0,1
6.73,87.0,54.0,2.0,1.0,54.0,6.0,1.0,1
9.21,66.0,82.0,2.0,3.0,95.0,9.0,0.0,1
8.61,63.0,82.0,1.0,0.0,62.0,10.0,0.0,1
9.69,67.0,57.0,2.0,0.0,53.0,6.0,1.0,1
6.47,63.0,56.0,1.0,0.0,42.0,10.0,0.0,0
5.06,82.0,75.0,0.0,4.0,99.0,7.0,0.0,1
9.14,53.0,74.0,1.0,3.0,60.0,8.0,1.0,1
6.26,86.0,51.0,2.0,0.0,72.0,5.0,1.0,1
6.05,93.0,61.0,3.0,2.0,67.0,1.0,0.0,0
8.47,72.0,80.0,1.0,4.0,77.0,3.0,1.0,1
9.28,85.0,81.0,0.0,5.0,74.0,4.0,1.0,1
6.01,87.0,66.0,3.0,5.0,68.0,9.0,0.0,1
8.27,52.0,89.0,1.0,0.0,76.0,5.0,1.0,1
7.49,90.0,63.0,0.0,0.0,41.0,6.0,1.0,0
6.72,69.0,72.0,2.0,4.0,45.0,8.0,1.0,1
6.49,71.0,55.0,2.0,4.0,93.0,6.0,0.0,1
6.93,59.0,84.0,0.0,5.0,40.0,7.0,0.0,0
5.9,51.0,58.0,0.0,2.0,98.0,3.0,1.0,1
5.87,50.0,63.0,1.0,0.0,88.0,1.0,1.0,0
6.35,50.0,66.0,2.0,1.0,63.0,5.0,1.0,1
6.51,69.0,73.0,1.0,2.0,60.0,3.0,1.0,0
6.77,83.0,88.0,1.0,0.0,47.0,3.0,0.0,0
9.02,79.0,74.0,1.0,0.0,67.0,10.0,1.0,1
5.99,79.0,91.0,0.0,1.0,51.0,1.0,1.0,0
6.1,52.0,72.0,0.0,3.0,64.0,2.0,1.0,0
7.1,78.0,85.0,2.0,4.0,86.0,1.0,1.0,1
8.07,76.0,56.0,0.0,2.0,63.0,1.0,1.0,0
7.01,73.0,81.0,1.0,5.0,61.0,3.0,0.0,1
7.03,87.0,61.0,3.0,2.0,84.0,8.0,0.0,1
7.92,80.0,51.0,1.0,0.0,75.0,4.0,0.0,1
7.72,73.0,86.0,1.0,0.0,64.0,2.0,0.0,0
7.01,94.0,58.0,1.0,1.0,71.0,7.0,1.0,1
6.08,84.0,82.0,0.0,1.0,85.0,7.0,0.0,1
6.27,63.0,50.0,3.0,2.0,92.0,3.0,1.0,1
6.91,56.0,78.0,1.0,5.0,48.0,8.0,1.0,1
9.39,53.0,70.0,3.0,1.0,81.0,9.0,1.0,1
8.6,88.0,60.0,0.0,3.0,49.0,8.0,0.0,1
8.98,57.0,63.0,3.0,5.0,73.0,3.0,0.0,1
8.58,63.0,88.0,1.0,2.0,74.0,10.0,0.0,1
9.26,81.0,54.0,0.0,1.0,49.0,5.0,0.0,0
5.87,94.0,62.0,2.0,0.0,65.0,5.0,1.0,0
7.65,69.0,53.0,0.0,2.0,73.0,1.0,1.0,0
8.71,59.0,86.0,3.0,0.0,86.0,6.0,1.0,1
6.19,61.0,91.0,0.0,0.0,50.0,7.0,0.0,0
6.58,75.0,75.0,2.0,2.0,48.0,9.0,1.0,1
5.92,75.0,76.0,2.0,1.0,54.0,6.0,1.0,0
7.94,69.0,76.0,2.0,3.0,44.0,5.0,1.0,1
6.38,81.0,81.0,1.0,4.0,74.0,6.0,1.0,1
6.91,64.0,61.0,3.0,1.0,41.0,3.0,1.0,0
8.9,85.0,84.0,0.0,0.0,66.0,8.0,0.0,1
5.8,86.0,68.0,2.0,0.0,66.0,1.0,1.0,0
6.84,90.0,88.0,2.0,3.0,50.0,7.0,0.0,1
7.51,88.0,61.0,1.0,1.0,96.0,3.0,0.0,1
7.79,80.0,79.0,2.0,0.0,82.0,1.0,0.0,1
5.84,93.0,58.0,3.0,1.0,91.0,3.0,1.0,1
8.16,57.0,85.0,1.0,4.0,87.0,10.0,0.0,1
5.84,76.0,65.0,2.0,0.0,89.0,1.0,1.0,1
7.33,74.0,64.0,0.0,0.0,65.0,5.0,0.0,0
7.23,91.0,55.0,0.0,2.0,70.0,1.0,0.0,0
8.99,53.0,88.0,0.0,1.0,79.0,10.0,0.0,1
6.83,58.0,62.0,2.0,3.0,91.0,1.0,0.0,1
7.52,57.0,54.0,0.0,0.0,84.0,7.0,0.0,1
8.54,59.0,83.0,2.0,5.0,81.0,4.0,1.0,1
7.84,75.0,67.0,0.0,5.0,81.0,1.0,1.0,1
7.94,59.0,81.0,0.0,0.0,59.0,2.0,1.0,0
6.32,94.0,92.0,2.0,1.0,77.0,7.0,1.0,1
7.58,54.0,60.0,3.0,1.0,44.0,4.0,1.0,1
6.95,94.0,76.0,0.0,2.0,71.0,7.0,1.0,1
6.32,63.0,52.0,3.0,2.0,45.0,1.0,0.0,0
6.67,74.0,75.0,1.0,4.0,53.0,5.0,0.0,0
7.25,73.0,52.0,2.0,5.0,64.0,4.0,0.0,1
7.64,57.0,66.0,1.0,4.0,75.0,1.0,1.0,1
8.95,60.0,67.0,1.0,5.0,98.0,1.0,1.0,1
8.82,72.0,80.0,0.0,3.0,90.0,8.0,0.0,1
9.27,83.0,66.0,3.0,2.0,90.0,2.0,0.0,1
5.39,76.0,51.0,1.0,1.0,45.0,1.0,0.0,0
9.02,53.0,80.0,3.0,4.0,58.0,2.0,0.0,1
8.79,88.0,52.0,3.0,3.0,93.0,4.0,0.0,1
9.64,94.0,56.0,3.0,3.0,77.0,1.0,1.0,1
5.93,61.0,80.0,3.0,5.0,57.0,3.0,0.0,1
7.04,59.0,94.0,0.0,0.0,53.0,9.0,1.0,0
5.25,93.0,65.0,0.0,4.0,83.0,10.0,0.0,1
8.09,62.0,88.0,1.0,3.0,47.0,6.0,0.0,1
8.21,79.0,63.0,1.0,3.0,74.0,5.0,0.0,1
7.15,77.0,57.0,2.0,3.0,69.0,7.0,0.0,1
5.59,62.0,92.0,1.0,3.0,57.0,1.0,1.0,0
6.96,85.0,54.0,1.0,0.0,78.0,2.0,0.0,0
7.05,55.0,93.0,0.0,2.0,53.0,10.0,0.0,1
7.32,85.0,61.0,2.0,4.0,59.0,9.0,0.0,1
6.84,52.0,95.0,3.0,5.0,95.0,3.0,1.0,1
7.04,63.0,63.0,0.0,5.0,55.0,5.0,1.0,1
8.53,72.0,80.0,0.0,2.0,48.0,3.0,1.0,0
8.5,89.0,76.0,3.0,3.0,72.0,10.0,1.0,1
8.5,64.0,70.0,0.0,2.0,61.0,7.0,1.0,1
7.67,65.0,93.0,0.0,2.0,54.0,5.0,1.0,0
9.08,73.0,79.0,2.0,2.0,40.0,10.0,0.0,1
9.79,93.0,70.0,0.0,5.0,49.0,3.0,1.0,1
5.71,71.0,94.0,0.0,2.0,69.0,1.0,0.0,0
8.85,82.0,87.0,0.0,1.0,100.0,3.0,1.0,1
7.58,76.0,57.0,2.0,2.0,53.0,5.0,0.0,1
5.34,76.0,62.0,3.0,2.0,67.0,1.0,1.0,0
8.84,70.0,84.0,1.0,4.0,61.0,9.0,0.0,1
5.2,65.0,68.0,3.0,0.0,62.0,6.0,0.0,0
9.06,65.0,58.0,3.0,3.0,82.0,2.0,0.0,1
9.0,59.0,61.0,2.0,5.0,45.0,10.0,0.0,1
8.06,72.0,86.0,1.0,3.0,61.0,10.0,0.0,1
8.65,69.0,62.0,2.0,0.0,93.0,5.0,0.0,1
7.77,76.0,71.0,0.0,2.0,63.0,7.0,0.0,1
6.61,56.0,70.0,2.0,4.0,40.0,2.0,1.0,0
7.39,87.0,89.0,0.0,4.0,87.0,1.0,0.0,1
5.35,81.0,77.0,0.0,2.0,73.0,1.0,0.0,0
5.74,95.0,60.0,1.0,2.0,48.0,6.0,0.0,0
6.35,82.0,70.0,3.0,4.0,62.0,7.0,1.0,1
7.56,94.0,62.0,0.0,3.0,75.0,2.0,1.0,1
8.75,74.0,57.0,2.0,0.0,96.0,2.0,0.0,1
9.62,88.0,55.0,0.0,5.0,79.0,5.0,1.0,1
5.99,50.0,70.0,0.0,5.0,52.0,10.0,1.0,1
5.49,95.0,81.0,2.0,2.0,43.0,4.0,1.0,0
8.91,54.0,81.0,1.0,2.0,76.0,3.0,0.0,1
5.62,55.0,65.0,0.0,3.0,82.0,5.0,1.0,1
9.41,84.0,77.0,2.0,5.0,71.0,9.0,0.0,1
9.8,57.0,56.0,1.0,1.0,47.0,7.0,0.0,1
5.46,90.0,66.0,1.0,0.0,56.0,8.0,0.0,0
5.11,69.0,58.0,0.0,5.0,84.0,10.0,1.0,1
7.63,64.0,80.0,0.0,4.0,93.0,1.0,0.0,1
8.83,93.0,94.0,1.0,4.0,87.0,5.0,1.0,1
9.0,73.0,92.0,3.0,1.0,55.0,5.0,1.0,1
7.93,56.0,60.0,0.0,1.0,91.0,2.0,1.0,1
5.46,91.0,84.0,1.0,0.0,71.0,4.0,1.0,0
7.51,57.0,55.0,1.0,2.0,83.0,3.0,0.0,1
8.64,53.0,95.0,0.0,0.0,41.0,7.0,1.0,0
6.28,59.0,62.0,2.0,4.0,48.0,7.0,1.0,1
6.21,54.0,63.0,3.0,5.0,60.0,9.0,0.0,1
8.72,69.0,66.0,2.0,4.0,80.0,8.0,0.0,1
9.08,71.0,64.0,2.0,0.0,44.0,4.0,1.0,1
6.51,56.0,94.0,1.0,0.0,56.0,5.0,0.0,0
7.2,62.0,86.0,0.0,1.0,66.0,8.0,1.0,1
6.38,68.0,54.0,2.0,5.0,94.0,5.0,1.0,1
7.44,69.0,78.0,1.0,5.0,63.0,8.0,0.0,1
7.04,89.0,85.0,1.0,0.0,49.0,5.0,1.0,0
6.43,67.0,65.0,1.0,4.0,66.0,7.0,0.0,1
6.24,89.0,60.0,1.0,2.0,41.0,7.0,0.0,0
5.4,77.0,54.0,3.0,0.0,54.0,6.0,0.0,0
6.71,70.0,82.0,1.0,1.0,49.0,7.0,0.0,0
8.21,69.0,67.0,1.0,4.0,64.0,4.0,0.0,1
9.48,83.0,67.0,3.0,2.0,62.0,5.0,1.0,1
9.6,89.0,95.0,1.0,1.0,74.0,9.0,0.0,1
7.23,89.0,65.0,2.0,1.0,58.0,2.0,1.0,0
5.95,92.0,66.0,0.0,0.0,97.0,1.0,1.0,0
8.78,94.0,79.0,0.0,2.0,100.0,7.0,0.0,1
8.28,88.0,54.0,0.0,1.0,73.0,3.0,0.0,0
8.24,87.0,79.0,3.0,2.0,61.0,4.0,0.0,1
6.67,78.0,71.0,0.0,0.0,99.0,9.0,1.0,1
9.46,72.0,89.0,2.0,3.0,53.0,1.0,0.0,1
9.09,78.0,51.0,3.0,1.0,68.0,6.0,0.0,1
7.89,83.0,52.0,1.0,5.0,87.0,5.0,0.0,1
6.72,79.0,81.0,1.0,1.0,78.0,7.0,1.0,1
